analysis_label,antipattern,eligible_source_role,repository,eligible_files,flags,flagged_files,percent_eligible_files_flagged,flags_per_100_eligible_files,flags_per_flagged_file
ID Required [generated schema],ID Required,generated schema,AisleiAvila/empresa,8,7,7,87.500000,87.500000,1.000000
ID Required [generated schema],ID Required,generated schema,AkaLrz/E-commercial-Platfrom,5,1,1,20.000000,20.000000,1.000000
ID Required [generated schema],ID Required,generated schema,AlexSpeal/Tracking-Bot,3,1,1,33.333333,33.333333,1.000000
ID Required [generated schema],ID Required,generated schema,Alexandr-Kokorin/JavaCourse2024,3,2,2,66.666667,66.666667,1.000000
ID Required [generated schema],ID Required,generated schema,AlexzTj/p2p,2,0,0,0.000000,0.000000,
ID Required [generated schema],ID Required,generated schema,AlphaFoxz/oneboot,3,3,3,100.000000,100.000000,1.000000
ID Required [generated schema],ID Required,generated schema,AnastasiaPleshkova/tnkf-tracker,3,2,2,66.666667,66.666667,1.000000
ID Required [generated schema],ID Required,generated schema,AndrewSalygin/LinkTracker-Tinkoff,3,1,1,33.333333,33.333333,1.000000
ID Required [generated schema],ID Required,generated schema,Andrey582/NotificationBot,3,1,1,33.333333,33.333333,1.000000
ID Required [generated schema],ID Required,generated schema,Ani512/online-tutoring-app-backend,5,3,2,40.000000,60.000000,1.500000
ID Required [generated schema],ID Required,generated schema,AntonioRusan/LinkTracker,5,2,2,40.000000,40.000000,1.000000
ID Required [generated schema],ID Required,generated schema,Apress/beginning-jooq,24,3,3,12.500000,12.500000,1.000000
ID Required [generated schema],ID Required,generated schema,Apress/pro-spring-6,8,4,4,50.000000,50.000000,1.000000
ID Required [generated schema],ID Required,generated schema,AprilHan1992/fleet-spring-boot,33,21,21,63.636364,63.636364,1.000000
ID Required [generated schema],ID Required,generated schema,ArcaHozota/nasb1995edv3,10,8,8,80.000000,80.000000,1.000000
ID Required [generated schema],ID Required,generated schema,Arden30/TinkoffJavaBackendSpring23-24,4,2,2,50.000000,50.000000,1.000000
ID Required [generated schema],ID Required,generated schema,AtroposBot/Atropos,10,10,10,100.000000,100.000000,1.000000
ID Required [generated schema],ID Required,generated schema,Atsushi68/trunk,18,2,2,11.111111,11.111111,1.000000
ID Required [generated schema],ID Required,generated schema,Ayazkins/Java-Tinkoff-sem-2,3,3,3,100.000000,100.000000,1.000000
ID Required [generated schema],ID Required,generated schema,BRP-API/brp-api-gezag,5,0,0,0.000000,0.000000,
ID Required [generated schema],ID Required,generated schema,BenMAPCE/BenCloudServer,181,41,41,22.651934,22.651934,1.000000
ID Required [generated schema],ID Required,generated schema,BinaryIgor/tools-and-templates,7,3,3,42.857143,42.857143,1.000000
ID Required [generated schema],ID Required,generated schema,Blackdread/rest-filter,2,2,2,100.000000,100.000000,1.000000
ID Required [generated schema],ID Required,generated schema,BlakieSL/SpringJOOQ_DAO,5,4,4,80.000000,80.000000,1.000000
ID Required [generated schema],ID Required,generated schema,BluBluBlaBla/vidsummize,1,1,1,100.000000,100.000000,1.000000
ID Required [generated schema],ID Required,generated schema,BogBond2000/Itmo_labs,2,2,2,100.000000,100.000000,1.000000
ID Required [generated schema],ID Required,generated schema,BorisovAlexspb/Update_tracker_bot,4,3,3,75.000000,75.000000,1.000000
ID Required [generated schema],ID Required,generated schema,Bruh3509/updates-tracker,3,0,0,0.000000,0.000000,
ID Required [generated schema],ID Required,generated schema,BuchnevDmitry/LinkTracker,3,2,2,66.666667,66.666667,1.000000
ID Required [generated schema],ID Required,generated schema,BudgetingWebsite/Backend,4,0,0,0.000000,0.000000,
ID Required [generated schema],ID Required,generated schema,CaXaPCMeDoM/tinkoff-java-course-2024-backend,3,1,1,33.333333,33.333333,1.000000
ID Required [generated schema],ID Required,generated schema,CaptainCluster/data_intensive_assignment_3,5,5,5,100.000000,100.000000,1.000000
ID Required [generated schema],ID Required,generated schema,CatOrLeader/Tinkoff_Link_Tracker,3,2,2,66.666667,66.666667,1.000000
ID Required [generated schema],ID Required,generated schema,ChatCode9/ChatCode-backend,31,24,24,77.419355,77.419355,1.000000
ID Required [generated schema],ID Required,generated schema,Claydelas/dashboard-fx,5,0,0,0.000000,0.000000,
ID Required [generated schema],ID Required,generated schema,D-Muscipula/tinkoff-java-backend-link-tracker-project,3,2,2,66.666667,66.666667,1.000000
ID Required [generated schema],ID Required,generated schema,DanieleGotti/MED,11,2,2,18.181818,18.181818,1.000000
ID Required [generated schema],ID Required,generated schema,Daniil-Vl/link-tracker,3,1,1,33.333333,33.333333,1.000000
ID Required [generated schema],ID Required,generated schema,Daniil4639/Tinkoff_Repository_2,3,1,1,33.333333,33.333333,1.000000
ID Required [generated schema],ID Required,generated schema,DanjiTalk/danji-talk-backend,3,3,3,100.000000,100.000000,1.000000
ID Required [generated schema],ID Required,generated schema,Dankoy/jforwarder,1,1,1,100.000000,100.000000,1.000000
ID Required [generated schema],ID Required,generated schema,DarplexDev/darplex-java,4,2,2,50.000000,50.000000,1.000000
ID Required [generated schema],ID Required,generated schema,DavidJi80/springboot,1,1,1,100.000000,100.000000,1.000000
ID Required [generated schema],ID Required,generated schema,DiSSCo/dissco-core-annotation-processing-service,4,2,2,50.000000,50.000000,1.000000
ID Required [generated schema],ID Required,generated schema,DiSSCo/dissco-core-backend,6,5,5,83.333333,83.333333,1.000000
ID Required [generated schema],ID Required,generated schema,DiSSCo/dissco-core-digital-specimen-processor,2,2,2,100.000000,100.000000,1.000000
ID Required [generated schema],ID Required,generated schema,DiSSCo/dissco-core-translator,3,2,2,66.666667,66.666667,1.000000
ID Required [generated schema],ID Required,generated schema,DiSSCo/dissco-data-exporter-backend,2,2,2,100.000000,100.000000,1.000000
ID Required [generated schema],ID Required,generated schema,DiamondArt/Java-jooq,6,4,4,66.666667,66.666667,1.000000
ID Required [generated schema],ID Required,generated schema,DmitriyKosolobov/java-course-2024-backend,3,3,3,100.000000,100.000000,1.000000
ID Required [generated schema],ID Required,generated schema,DrBrother/notification-system,3,2,2,66.666667,66.666667,1.000000
ID Required [generated schema],ID Required,generated schema,DragomiroiuStefan/rideshare,8,0,0,0.000000,0.000000,
ID Required [generated schema],ID Required,generated schema,Drewbie18/spring-rest,7,1,1,14.285714,14.285714,1.000000
ID Required [generated schema],ID Required,generated schema,E1psycongr00/STUDY_REFERENCE,1,1,1,100.000000,100.000000,1.000000
ID Required [generated schema],ID Required,generated schema,E1psycongr00/study_jooq_codegen_with_flyway_jpa,1,1,1,100.000000,100.000000,1.000000
ID Required [generated schema],ID Required,generated schema,EHRoute/EHR-Route,3,2,2,66.666667,66.666667,1.000000
ID Required [generated schema],ID Required,generated schema,Efler/microservice-data-bus,3,3,3,100.000000,100.000000,1.000000
ID Required [generated schema],ID Required,generated schema,Efler/telegram-scrapper-bot,4,3,3,75.000000,75.000000,1.000000
ID Required [generated schema],ID Required,generated schema,Eliorika/tinkoff-java-backend,3,2,2,66.666667,66.666667,1.000000
ID Required [generated schema],ID Required,generated schema,Emented/webLab3,1,1,1,100.000000,100.000000,1.000000
ID Required [generated schema],ID Required,generated schema,EngineDevOps2/programming-todolist-fullstack,1,1,1,100.000000,100.000000,1.000000
ID Required [generated schema],ID Required,generated schema,EuphoriaV/UpdateMonitoringBot,3,1,1,33.333333,33.333333,1.000000
ID Required [generated schema],ID Required,generated schema,FOKO-KENMOGNE-Wilfried/siggeac_prototype,14,0,0,0.000000,0.000000,
ID Required [generated schema],ID Required,generated schema,FeKom/lab-ecommerce,1,1,1,100.000000,100.000000,1.000000
ID Required [generated schema],ID Required,generated schema,FeldmannJR/constellation-common,1,1,1,100.000000,100.000000,1.000000
ID Required [generated schema],ID Required,generated schema,FeldmannJR/redstonegang,36,29,29,80.555556,80.555556,1.000000
ID Required [generated schema],ID Required,generated schema,Fics3/tink_java_backend_course_spring,5,2,2,40.000000,40.000000,1.000000
ID Required [generated schema],ID Required,generated schema,FilippoBolis/MED_Progetto_Ing_Software_23_24,9,1,1,11.111111,11.111111,1.000000
ID Required [generated schema],ID Required,generated schema,FrankChen021/bithon,19,0,0,0.000000,0.000000,
ID Required [generated schema],ID Required,generated schema,FrankChen021/bithon-demo,1,1,1,100.000000,100.000000,1.000000
ID Required [generated schema],ID Required,generated schema,GAIM-Tech-OM/killbill-ompay-plugin,2,0,0,0.000000,0.000000,
ID Required [generated schema],ID Required,generated schema,Gabriele-Mazzoleni/SmarTrip,3,0,0,0.000000,0.000000,
ID Required [generated schema],ID Required,generated schema,Garrettc96/cacophony,11,7,7,63.636364,63.636364,1.000000
ID Required [generated schema],ID Required,generated schema,Geomatys/examind-community,50,22,22,44.000000,44.000000,1.000000
ID Required [generated schema],ID Required,generated schema,GeorgyDemidenkov/DemidenkovGD_Y-234_2kurs2sem,3,2,2,66.666667,66.666667,1.000000
ID Required [generated schema],ID Required,generated schema,Grigalgol/vk_education_hm6,4,2,2,50.000000,50.000000,1.000000
ID Required [generated schema],ID Required,generated schema,GyrosOfWar/imagehive,4,3,3,75.000000,75.000000,1.000000
ID Required [generated schema],ID Required,generated schema,HSLdevcom/jore4-jore3-importer,80,1,1,1.250000,1.250000,1.000000
ID Required [generated schema],ID Required,generated schema,Hamednallah/Basariat-POS,28,4,4,14.285714,14.285714,1.000000
ID Required [generated schema],ID Required,generated schema,Hamednallah/Market-POS,0,0,0,,,
ID Required [generated schema],ID Required,generated schema,Hellblazer/quantum-db,10,4,4,40.000000,40.000000,1.000000
ID Required [generated schema],ID Required,generated schema,Hixon10/spring-boot-security,1,1,1,100.000000,100.000000,1.000000
ID Required [generated schema],ID Required,generated schema,HoZanDung/ho-workflow,44,17,17,38.636364,38.636364,1.000000
ID Required [generated schema],ID Required,generated schema,Hogeyama/try-java,4,2,2,50.000000,50.000000,1.000000
ID Required [generated schema],ID Required,generated schema,IAGrig/link-updates-notifier,3,1,1,33.333333,33.333333,1.000000
ID Required [generated schema],ID Required,generated schema,IlyaAbramovv/UpdatesAnnouncer,3,1,1,33.333333,33.333333,1.000000
ID Required [generated schema],ID Required,generated schema,IvanShabunin379/java-course-2024,3,1,1,33.333333,33.333333,1.000000
ID Required [generated schema],ID Required,generated schema,JGMelon22/ListDemoJava,1,1,1,100.000000,100.000000,1.000000
ID Required [generated schema],ID Required,generated schema,JacobLewandowskiDev/GwentMMO-Backend,1,1,1,100.000000,100.000000,1.000000
ID Required [generated schema],ID Required,generated schema,JakeMathews/recommendation-engine,2,0,0,0.000000,0.000000,
ID Required [generated schema],ID Required,generated schema,JixinZhang19/Online-Shopping-System-for-Black-Friday,8,1,1,12.500000,12.500000,1.000000
ID Required [generated schema],ID Required,generated schema,JohannesRabauer/hibernate-vs-jooq,5,0,0,0.000000,0.000000,
ID Required [generated schema],ID Required,generated schema,Jominjong/mjjo-test-project,5,1,1,20.000000,20.000000,1.000000
