repository,relative_path,source_location,source_role,bytes,nonblank_loc,sha256
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/FedUserAttributeDao.java,src,generated schema,6392,101,d7767a125f88d9276de86096310f5b6af70fdb06117bf3eb3bd40751f46f4d20
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/FedUserConsentClScopeDao.java,src,generated schema,3618,49,b8835b6158a7385fb0fdbf4b6f30b48936a8420c1b2b6fb4dad58214eecf9822
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/FedUserConsentDao.java,src,generated schema,8853,144,fb9eeaaee1821a5b31ef578f06aa362b399d0a929c90846fb9ddeea50d2cbe9a
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/FedUserCredentialDao.java,src,generated schema,10439,169,20fa1f11a6f0153b0488c1eb8713ffe292ae903725b945387e42e0d53d0defa1
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/FedUserGroupMembershipDao.java,src,generated schema,5318,76,7093620f4189550838d23bb0fa86ab0051a0954b13a0ba4d6c64a491c53b886a
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/FedUserRequiredActionDao.java,src,generated schema,5286,76,ec940caecf953c6d64e5af9f1bd8c5a8c9e7811b5ada834d7617410379785e75
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/FedUserRoleMappingDao.java,src,generated schema,5161,76,c7446cab9d375561f97f85cb7a01d65ffcc6ff80bd0e06d8da874db615aac2f9
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/FederatedIdentityDao.java,src,generated schema,6707,103,fb9e95ff5e15f00641b2ff7f5b44aee32f3513d0ad74c712ad8a58b37fc4b213
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/FederatedUserDao.java,src,generated schema,4019,62,93068b42797b5ca7f579d44659fc12e538b9823f09b0dfd9fbaa80e89b75fd60
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/GroupAttributeDao.java,src,generated schema,4700,74,feab2865628fb843e3481957644505812601611a8a0ac315c9ae4fbc5dd9884e
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/GroupRoleMappingDao.java,src,generated schema,3470,49,587adaa76d74b8980fb0f6f4427c07d530681c5739c3073183626a03f061a15e
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/IdentityProviderConfigDao.java,src,generated schema,4410,62,183375a9ffe13fd215096259916a727f9e274584a5f93aa4fd7f9f188e568773
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/IdentityProviderDao.java,src,generated schema,12308,200,8a6cf6ad894dc71b9701b03b8b5027f499c18ff462f75b75330a5614515d978d
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/IdentityProviderMapperDao.java,src,generated schema,5895,88,f1e0a5190eea19b07d2a4dd3359edaf938717cb81432eff89469b519dc83c8fb
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/IdpMapperConfigDao.java,src,generated schema,4172,62,364984e54bdc52134d39286fe809f28af58afc2ab5e57c631cbdce179f4995d9
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/KeycloakGroupDao.java,src,generated schema,4708,75,838c8458246631809bbe9d63044e56860998c55148e7c363b08cd78f9b0a9957
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/KeycloakRoleDao.java,src,generated schema,7741,129,ee4384aee3977f64e5e4b9fdbfa9c10662721d6c8e837df3f947abaa3bfd0f76
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/MigrationModelDao.java,src,generated schema,3998,62,6544b43b6aab1faee01b6de293af57abf52a35fbbed7ef705993ab68726cfd29
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/OfflineClientSessionDao.java,src,generated schema,8004,117,22975a91f3703a99cd5d748963013ca366596c322503ddb87ef7abfdffe3502f
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/OfflineUserSessionDao.java,src,generated schema,7546,116,e35cb2f26c52c867c0896b7e8e81e4748843778fd4a8a1020750a475852c3563
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/PolicyConfigDao.java,src,generated schema,4065,62,bc32a6972052e8e13db115dc0934081c8c75206785cdef4b2d14e61e05fdbae8
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/ProtocolMapperConfigDao.java,src,generated schema,4342,62,9417a8cc8d6a7579df52850fe79c4c2370e71fca849fe9a417138d30ee913eda
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/ProtocolMapperDao.java,src,generated schema,6362,102,f1fb904b7099f32e3d0fef84f1b41ad4055456b899708282ceb68f34f95c1f93
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/RealmAttributeDao.java,src,generated schema,4152,62,c64c57ae3e52ffe4716acb64460022885999a8c6d1be2eff9218fdac90c70ca7
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/RealmDao.java,src,generated schema,42051,759,97ad61a89367e58767ad041d1c1a8e43e1816fe266a80c7038c75b10f7525347
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/RealmDefaultGroupsDao.java,src,generated schema,3525,49,a90a9a4e5b1134eb94e128eccc5af413e0364ed7ffe1a0a2b85eb71c8891f605
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/RealmEnabledEventTypesDao.java,src,generated schema,3618,49,e7b7a6bdd6283fdfdddb9e76a6594f9bf67a4643c78fcbb2757510f87dd8e53a
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/RealmEventsListenersDao.java,src,generated schema,3561,49,a8167515d7bd7e90721367fba5417d37c4410c997625e538df91008e7bb267d5
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/RealmLocalizationsDao.java,src,generated schema,4276,62,227fe28cfe748703291ef68db72c854e256896922681c7e272972c962716502f
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/RealmRequiredCredentialDao.java,src,generated schema,6064,88,5520f87d025e62ee40256bc8f18df034e16233754b5744f4a3c157cc7d2d72d0
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/RealmSmtpConfigDao.java,src,generated schema,4168,62,67935c59ca21084b56acd843d7d6e48d683768984fa9b1e7e97005baea77a065
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/RealmSupportedLocalesDao.java,src,generated schema,3588,49,d90ec2b5268e5d59e47b89afb97c8e5a017110c0b081d509e42d7b2b37311a3f
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/RedirectUrisDao.java,src,generated schema,3343,49,0743039444a7f8135ab4e2b710643470e934948fe07b4da02faf723450f88745
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/RequiredActionConfigDao.java,src,generated schema,4342,62,7ae9c8577f0a9031634f4c113d04e299a19f80e08f18fbbbb8b30c6b1dc790b2
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/RequiredActionProviderDao.java,src,generated schema,8319,128,bd8e7e8f8452d0f6f0875c80666944e3b802faaa1c0e4977d497ee2d62a8d452
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/ResourceAttributeDao.java,src,generated schema,4842,75,d7a6f0e1b2b9da9b69e659fe44230cbda1cc0235bc455acc252ccd95b5fc05c4
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/ResourcePolicyDao.java,src,generated schema,3424,49,316ca2b069555289acb4689b900d30c26a2cf92cf1a8e3f76e9b5c3fe0fa6e6f
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/ResourceScopeDao.java,src,generated schema,3390,49,a66185676b5a6be7c59e4f4ccff97e430a06dac2c22b15c0c8d7d2a41e72c13f
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/ResourceServerDao.java,src,generated schema,4943,77,878503af7e580406b7f0fae165a319b69e477f94da77aa3f14aefbb72f345a52
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/ResourceServerPermTicketDao.java,src,generated schema,9449,143,6e4bffdaa3532d6f25bad9b2ba982b3611210750bf06ff3d65b8604f514d24b7
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/ResourceServerPolicyDao.java,src,generated schema,8232,129,e4e59ef252cabbb52d88f85ce7a039279b94327df1b176dbd6018b687a07ee2a
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/ResourceServerResourceDao.java,src,generated schema,8400,129,0251b8661c3a3aca1426c6a13b6af7c173a3d0f001fe3103036975955734030e
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/ResourceServerScopeDao.java,src,generated schema,5803,89,db0cebc55ec49ca6dc696ead3da226268f4bdbbb6731b213997fadc6542d6c3b
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/ResourceUrisDao.java,src,generated schema,3345,49,84d9e891664e9c9b4dd0f18b1958073a6f9e26d3d1226f276d1f7ebed767207b
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/RoleAttributeDao.java,src,generated schema,4655,74,562add5c4232627b15717c5fb437ecabe08579d5d7dafaceaad9d8b924bab68d
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/ScopeMappingDao.java,src,generated schema,3354,49,3fb6ce221e9dc5b34c450e1ed819acd5905a19b0f2eb05a8c500a156ac644605
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/ScopePolicyDao.java,src,generated schema,3340,49,1a6ebde6d7286ba1b2f54ea7496d681852db2a1ad72fea06ac92248a16de0103
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/UserAttributeDao.java,src,generated schema,4655,74,d7c48272db6e9e1481b52aa44817707d808a4a458f1dfc48681be76f4325fbe5
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/UserConsentClientScopeDao.java,src,generated schema,3642,49,1edf39277d9c2cd3b5e96307e0bb3941ba899e77f6ea1ea02dfdbac6ee2fd920
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/UserConsentDao.java,src,generated schema,7080,117,b29191da79e8b088e382660b779ce299bcd05b26a93b6ec97647f99c34840da9
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/UserEntityDao.java,src,generated schema,11518,196,7082020ff3a6fb03c2b7b59a0675b2c98bf42b6f710a376217e145b2fe438ca7
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/UserFederationConfigDao.java,src,generated schema,4350,62,cf2ca3e30c4cfec6b9295fffea708864bd03215a8021ed1ed4caba1306a538c4
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/UserFederationMapperConfigDao.java,src,generated schema,4551,62,bfd9e36bda9919d9138af27b0cd60753c4dd946a8b132512db9a3c71e4b5e5cd
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/UserFederationMapperDao.java,src,generated schema,5930,89,8bc030fe681921877db3475666ed0c648b832d9e8cb8938f74e93b57cd9a283b
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/UserFederationProviderDao.java,src,generated schema,8493,130,e44fba51d73228f02ed742267702b16125218a26bc94a087819f8d690f1434f7
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/UserGroupMembershipDao.java,src,generated schema,3545,49,f0af58f67700ebd6187be186673796ed1c51b3a05caf2ccc968999c4f7803f3e
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/UserRequiredActionDao.java,src,generated schema,3525,49,85d770b597bc64d9454e9d5a61cedcc1afb644d3cdd38447f43d50161d6a7808
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/UserRoleMappingDao.java,src,generated schema,3436,49,ef644cb8dd3d4395d49329cdf2065ee8b6986ee979d1d472f856d3448548f475
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/UserSessionDao.java,src,generated schema,10878,185,9f2fe89427d795179ec5e94d0aebc467c2a6aaea7dd90e67b66feb80d7ae3753
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/UserSessionNoteDao.java,src,generated schema,4172,62,53b27e5bb60577187d1eb1c12332998acab5894366414167b8e021ba3d366681
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/UsernameLoginFailureDao.java,src,generated schema,6964,105,118fc208acb2327f5673cb9d9de081c8e81e9e985b586bf9faecc67d17071d3d
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/daos/WebOriginsDao.java,src,generated schema,3289,49,0e141d8c565eef8a02c2358c353724b1acb48d123cbfbfcaa58b3fb94f7ee0cb
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/keycloak/tables/mappers/RowMappers.java,src,application/query source,75299,1048,9e878a3f922bebccc2962d9a9c31827407be409a3f350cf85a1ceaf03d370d31
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/BannedDraftCards.java,src,generated schema,4634,136,03175313612e0735e203bcd3fd196637e92a12886f763175ff2d426804d9eca7
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/BotUsers.java,src,generated schema,4875,151,6a35cb4a5709a657a8eb25c5feca6f148c0304504ea2a3acab222848e1b08061
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/CardCatalogueFormats.java,src,generated schema,7964,173,9af51da32e8e0cd6dc64549067088b90a9b46d69a936500639877101cd5df923
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/CardCatalogueGetBannedDraftCards.java,src,generated schema,5267,138,8eaeb6f1de485faea2fd92c33111eb3642b92ceb23ba71c329ef895a9a417b9f
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/CardCatalogueGetBaseClasses.java,src,generated schema,9022,198,2a1c9dc2e42bd321721ac0efafa62739028a56b132edfbd30d47da3d8016e84b
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/CardCatalogueGetCardById.java,src,generated schema,8822,198,f19aa7409ef2bd67edb7f56ced6b3f23853bea17ce64ebb17849f8c34ad1abd2
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/CardCatalogueGetClassCards.java,src,generated schema,8413,182,2471133a6a0df5bab40ae8f01e7a1563d2e6d6821af1b8dcee273a306bee8261
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/CardCatalogueGetFormat.java,src,generated schema,8645,195,b02ccfb4132a91ce55d48942fd94d3f8d98e0fd416e16125f33d586a4c65aa3d
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/CardCatalogueGetHardRemovalCards.java,src,generated schema,5267,138,2ffac6c6f576fdd2b8327a8ecc47111082a1facd8d22f038e4c1c108ff4af42f
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/CardCatalogueQuery.java,src,generated schema,9061,209,b44a936b40ffa9b6d4f2373aabd0f704920ea2a9f3b76653fee2c20180c3347f
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/Cards.java,src,generated schema,8699,207,4b5447895efea342560941e3de6a9a304fb86a47c265afdcc9866aafdf43f3b9
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/CardsInDeck.java,src,generated schema,6294,174,ae44fe898772d7c9ab6b877f59e52b882ffba15cd43c1555cfa500211fa3f7c3
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/Classes.java,src,generated schema,6049,163,7e93fa2d241f0f73484d8392f1686e332aca5cf00434c3e33b7ab9766c1788be
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/CollectionCards.java,src,generated schema,8372,191,255dc2890b19337d602fe2ef73a0c593902a6e5d497db98e9890ab63a0970a0c
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/DeckPlayerAttributeTuples.java,src,generated schema,6734,172,a29870c77a188103c7b92e8b386bb963c0d304ab850803cbe78cbfb0974ec378
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/DeckShares.java,src,generated schema,6274,174,cb1df2aa5f45381f491c072942eae89ff8872cba0ac42a9fbc2f77a0e02e5842
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/Decks.java,src,generated schema,8347,206,c5b5b235d13f43f62a6d6f77ced5dbc6a3a5eff5fa542a436256ae892ca54145
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/Friends.java,src,generated schema,5998,170,e3aacaae171d5a1affea60fea61b64cb3c12c1328567a8fef783c4eedb535f2f
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/GameUsers.java,src,generated schema,7040,186,08e1fda6729bb148a03deb7de6c4fc8acb06a8e799fa9ebfa53b7c95d27f29dd
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/Games.java,src,generated schema,5908,159,9bc53b487d2673d87ae8c74c0ad1ca76fe8aa99d685c71f2cc8fa82299dca24c
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/GeneratedArt.java,src,generated schema,6469,169,be1d7d840b39d0fbc883aca7877aee2ba185fce793abf8c7194c48455ad5fe83
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/GetClasses.java,src,generated schema,5989,157,5ce91a6edb4ae63b45a58bb38f640ace262ca033fff7a420d4c9045c043388bd
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/GetCollectionCards.java,src,generated schema,8002,181,8e22afceb33b3c4964d79c69dc942304349fd12e0b73801d59f92c3e1c246d26
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/Guests.java,src,generated schema,5195,160,5b2167051d718ebe5327c0ec3b39bd77474ea4b8be29b958a2808b62a669943e
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/HardRemovalCards.java,src,generated schema,4634,136,cdf362ae3645653bfdb73664eac68d33afd56215b353097da76ab7ab2155ca6a
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/MatchmakingQueues.java,src,generated schema,9005,196,c55bc778721e1f8af5004518e515cc9e7c10dd95e0d508a409406043de16c70e
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/MatchmakingTickets.java,src,generated schema,8955,215,571d522f435813a24211a96e8f8536a84e0d127a8165adbc5ba827c6ce245fa9
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/PublishedCards.java,src,generated schema,5336,155,c15de035a673cb61ac152c4c76281e83261c12affd2637c3a9f6e6d8963d5125
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/SetCardsInDeck.java,src,generated schema,5702,162,0ba09dd7dc1d308d0f4ea8baf1da3271692c9a2d212d7ecd39606a8a5f566a88
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/converters/Bindings.java,src,application/query source,102,3,8d675550b310e81439e98d8ffdec71d298ccb7154863398448f4b6519a7a8fc4
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/converters/Converters.java,src,application/query source,374,4,88b216aa22a818f1c26f17debba5f528b8d32675f48514af54d86ba8de567a05
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/daos/BannedDraftCardsDao.java,src,generated schema,2523,34,3a355bd72cfaab278090e8b2c0156af140ed786e8a917660f4ff295a224f9489
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/daos/BotUsersDao.java,src,generated schema,2350,34,e856f81908899771fd13231dfae530eec415cd59f956468ec1730c70bd4a0377
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/daos/CardsDao.java,src,generated schema,9229,165,f96ed53301631506fc65b45375a0cda10b1446a520d77e2f1d7a273c7525dceb
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/daos/CardsInDeckDao.java,src,generated schema,3912,61,59c4efc02917e35e5db6f1e4809f5ba45750e084437dbf337a2ac4d06d1c4329
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/daos/DeckPlayerAttributeTuplesDao.java,src,generated schema,5259,75,039cd563adef7219b934587536f499a3cc7ec1d9eee660c16fe51b8137f89129
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/daos/DeckSharesDao.java,src,application/query source,4245,64,9a362e1ecdd8046bbc1565e0f8c739adf078878d2ef2e1ca23da7caccb52719d
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/daos/DecksDao.java,src,generated schema,8823,154,241062e8e0a75d282dad9728a471a32bd8d6f6d6b45029fc8e9f64a04c9c34aa
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/daos/FriendsDao.java,src,generated schema,4031,63,6fbc690d0fc7658e017b538380a2278a8c0c7766068a614ca7beae86dbf8f3e7
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/daos/GameUsersDao.java,src,generated schema,5673,91,bb9127eb45f0e56110e9a129b34d431b739de8d809214f4a9c4e159965978dec
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/daos/GamesDao.java,src,generated schema,5299,90,b1e4efabc19c97221bf9b2d8a8a2e1b60efdc9cbe033d5f928766fe5dd99fb05
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/daos/GuestsDao.java,src,generated schema,3030,48,03a87453d34e5aad66643f09502312d1cd5dd0f31114232ec51c8d289605d0d4
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/daos/HardRemovalCardsDao.java,src,generated schema,2523,34,0031bebaaf7507fd91d8c19ecaaaf3b78ea907e38b1e41ae361cd70daa12664b
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/daos/MatchmakingQueuesDao.java,src,generated schema,11705,187,e787aef6a147e0c0dd0245149ef7a1b6d9d02f6728394d1c25e9086b4d5fc023
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/daos/MatchmakingTicketsDao.java,src,generated schema,6609,102,206d25ca732f8b75765b653e6413e770b9219c6019b1b3f83138516cacf96395
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/daos/PublishedCardsDao.java,src,generated schema,3279,48,5fd0f6069fcd316a58a491908db730fbb8a2734dc5f0bd612b646fb3a1906b0a
hiddenswitch/Spellsource,spellsource-server/src/main/java/com/hiddenswitch/framework/schema/spellsource/tables/mappers/RowMappers.java,src,application/query source,11591,164,9c97c6873c7ef922465074da3cf5f209d0f2010daf939ecf3ec861010616f5d3
hiddenswitch/Spellsource,spellsource-server/src/test/java/com/hiddenswitch/framework/tests/CardTests.java,src,application/query source,5633,122,e5a3ef841f3164d0e02aebf59b87d229a6a1e1e7fb0d8680f2bbf0ae16130faa
hiddenswitch/Spellsource,spellsource-server/src/test/java/com/hiddenswitch/framework/tests/EnvironmentTests.java,src,application/query source,4341,102,aae95ab22d78a359bb304e3df568767eeaffd6ba82ea94681e400a317dfc23d1
hiddenswitch/Spellsource,spellsource-server/src/test/java/com/hiddenswitch/framework/tests/MatchmakingTests.java,src,application/query source,28025,673,d2b60873ee61ab42600b9d54e7a077214b3797544430a130e6f558aece0bbcea
hiddenswitch/Spellsource,spellsource-server/src/test/java/com/hiddenswitch/framework/tests/SqlCardCatalogueTests.java,src,application/query source,4720,84,aecae101c072e3a2c3f5b57546f5dcc4214dda5efac99f4116f8f8b4223ccfc3
hiddenswitch/Spellsource,spellsource-server/src/test/java/com/hiddenswitch/framework/tests/applications/StandaloneApplication.java,src,application/query source,5809,127,963528044394557c92462a1029a6b43e94ba3aa557947e0f7e37ed3d981fa67e
hiddenswitch/Spellsource,spellsource-server/src/test/java/com/hiddenswitch/framework/tests/impl/FrameworkTestBase.java,src,application/query source,6543,193,30a6ec383c04f91d5374a9d70176a0b2a7a687efe9787bc502a4c1ced8edb7f6
